CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
CUST02463,46,Male,One year,77.92,4098.76,Yes,Fiber optic,53.0,Yes,Electronic check,No
CUST02464,64,Female,Two year,24.23,1182.72,No,Fiber optic,48.0,Yes,Credit card,No
CUST02465,45,Male,Month-to-month,78.68,3283.34,Yes,Fiber optic,42.0,No,Mailed check,No
CUST02466,52,Female,Month-to-month,,2215.44,No,DSL,,Yes,Electronic check,No
CUST02467,25,Male,Month-to-month,23.25,1014.37,No,Fiber optic,42.0,Yes,Electronic check,No
CUST02468,33,Female,Month-to-month,102.09,172.09,Yes,DSL,2.0,No,Bank transfer,No
CUST02469,59,Female,One year,71.355,313.5,Yes,No,6.0,Yes,Electronic check,No
CUST02470,53,Female,One year,99.65,4572.39,No,DSL,46.0,Yes,Bank transfer,No
CUST02471,47,Male,Month-to-month,48.82,3196.72,Yes,DSL,66.0,Yes,Electronic check,No
CUST02472,35,Male,Two year,39.43,1551.98,No,No,40.0,Yes,Bank transfer,Yes
CUST02473,19,Male,Month-to-month,117.39,6777.92,No,DSL,58.0,No,Bank transfer,No
CUST02474,66,Female,Two year,56.16,1857.74,No,DSL,33.0,No,Credit card,No
CUST02475,30,Male,Month-to-month,80.14,4954.94,Yes,Fiber optic,62.0,No,Mailed check,Yes
CUST02476,21,Female,Month-to-month,81.0,1040.48,Yes,DSL,12.0,Yes,Mailed check,No
CUST02477,43,Male,Month-to-month,76.05,3682.09,No,DSL,49.0,No,Credit card,No
CUST02478,42,Male,Month-to-month,111.47,584.51,No,DSL,5.0,Yes,Electronic check,No
CUST02479,47,Male,One year,87.44,4516.6,No,Fiber optic,51.0,Yes,Electronic check,No
CUST02480,28,Male,Month-to-month,,4252.04,No,DSL,69.0,No,Mailed check,No
CUST02481,24,Female,Month-to-month,106.24,3359.09,No,Fiber optic,32.0,Yes,Bank transfer,No
CUST02482,48,Male,One year,38.11,1918.61,Yes,DSL,49.0,Yes,Bank transfer,No
CUST02483,61,Male,One year,74.42,4475.5,No,DSL,60.0,Yes,Mailed check,No
CUST02484,27,Female,Two year,115.06,5345.37,Yes,DSL,46.0,No,Mailed check,No
CUST02485,56,Female,Month-to-month,82.54,5580.49,Yes,No,68.0,Yes,Credit card,No
CUST02486,30,Male,One year,101.7,4163.89,No,Fiber optic,41.0,Yes,Electronic check,No
CUST02487,48,Male,One year,85.36,5700.94,No,DSL,67.0,No,Bank transfer,No
CUST02488,24,Female,Month-to-month,103.94,,No,DSL,13.0,Yes,Credit card,No
CUST02489,66,Female,Month-to-month,114.45,2062.16,No,Fiber optic,18.0,Yes,Mailed check,No
CUST02490,59,Female,Month-to-month,47.29,2536.53,No,Fiber optic,51.0,No,Credit card,No
CUST02491,59,Male,Month-to-month,,1364.36,No,DSL,36.0,Yes,Credit card,No
CUST02492,53,Male,Month-to-month,68.4,2308.04,Yes,DSL,34.0,Yes,Bank transfer,No
CUST02493,37,Male,Month-to-month,90.19,1067.68,Yes,Fiber optic,12.0,Yes,Credit card,Yes
CUST02494,21,Female,One year,42.72,241.73,No,Fiber optic,5.0,Yes,Bank transfer,No
CUST02495,24,Female,One year,20.41,970.37,No,DSL,48.0,No,Mailed check,No
CUST02496,18,Female,Two year,54.29,2162.47,No,DSL,40.0,Yes,Bank transfer,Yes
CUST02497,61,Male,One year,116.89,1464.11,No,Fiber optic,13.0,No,Electronic check,No
CUST02498,62,Female,Month-to-month,,2324.65,No,DSL,26.0,Yes,Mailed check,No
CUST02499,59,Male,Two year,60.13,715.57,No,DSL,14.0,Yes,Bank transfer,No
CUST02500,64,Female,Two year,39.26,343.44,No,Fiber optic,11.0,Yes,Mailed check,No
CUST02501,30,Male,Month-to-month,55.61,2095.66,No,Fiber optic,38.0,Yes,Credit card,No
CUST02502,39,Male,One year,36.98,2140.87,No,Fiber optic,57.0,Yes,Mailed check,No
CUST02503,38,Female,Two year,30.63,754.43,Yes,Fiber optic,22.0,Yes,Bank transfer,Yes
CUST02504,39,Male,One year,110.67,1790.79,No,Fiber optic,16.0,No,Credit card,No
CUST02505,45,Female,Two year,119.77,3500.04,No,DSL,29.0,Yes,Electronic check,Yes
CUST02506,26,Male,Month-to-month,36.41,78.46,Yes,DSL,2.0,Yes,Mailed check,Yes
CUST02507,43,Female,Month-to-month,25.45,1416.22,No,DSL,54.0,Yes,Bank transfer,Yes
CUST02508,26,Female,Month-to-month,52.97,116.61,Yes,No,2.0,Yes,Mailed check,No
CUST02509,32,Male,One year,66.17,217.14,Yes,Fiber optic,,Yes,Mailed check,No
CUST02510,27,Female,Two year,40.48,2188.7,No,DSL,56.0,Yes,Bank transfer,Yes
CUST02511,41,Male,Two year,75.21000000000001,564.69,Yes,DSL,11.0,Yes,Electronic check,No
CUST02512,59,Female,Month-to-month,40.09,1284.04,No,Fiber optic,32.0,No,Bank transfer,No
CUST02513,25,Female,Month-to-month,97.43,368.91,No,DSL,4.0,Yes,Mailed check,No
CUST02514,41,Female,Two year,91.26,804.21,No,Fiber optic,9.0,Yes,Electronic check,No
CUST02515,33,Female,One year,,4609.31,Yes,No,56.0,Yes,Electronic check,No
CUST02516,66,Male,Month-to-month,58.72,966.47,No,DSL,16.0,Yes,Electronic check,No
CUST02517,43,Female,Month-to-month,110.9,7885.65,No,DSL,71.0,No,Electronic check,No
CUST02518,44,Female,One year,,1172.96,No,DSL,10.0,Yes,Mailed check,No
CUST02519,54,Male,One year,37.36,,No,DSL,36.0,No,Bank transfer,Yes
CUST02520,21,Male,Month-to-month,42.3,,No,Fiber optic,24.0,Yes,Bank transfer,No
CUST02521,67,Male,Month-to-month,72.56,4732.01,Yes,DSL,64.0,Yes,Credit card,No
CUST02522,41,Male,Two year,29.13,1678.43,No,Fiber optic,56.0,No,Credit card,No
CUST02523,36,Male,One year,63.64,1431.11,Yes,Fiber optic,22.0,No,Credit card,No
CUST02524,53,Male,Month-to-month,117.27000000000001,4139.59,No,No,52.0,Yes,Electronic check,No
CUST02525,56,Female,Month-to-month,72.21,3621.06,No,Fiber optic,50.0,No,Electronic check,No
CUST02526,27,Male,One year,53.09,2481.11,No,DSL,,Yes,Bank transfer,No
CUST02527,42,Female,Month-to-month,74.24,1721.21,No,DSL,23.0,Yes,Electronic check,No
CUST02528,35,Male,Month-to-month,,2278.07,Yes,Fiber optic,19.0,Yes,Bank transfer,No
CUST02529,36,Female,One year,40.6,2066.48,No,DSL,52.0,No,Credit card,Yes
CUST02530,53,Female,Month-to-month,85.48,2982.07,No,DSL,34.0,Yes,Bank transfer,No
CUST02531,27,Female,One year,24.34,638.25,No,No,29.0,No,Electronic check,No
CUST02532,50,Male,Month-to-month,26.64,1651.69,Yes,DSL,61.0,Yes,Bank transfer,No
CUST02533,67,Male,One year,,2681.81,No,DSL,35.0,Yes,Bank transfer,Yes
CUST02534,22,Male,Month-to-month,30.49,184.67,No,Fiber optic,5.0,Yes,Bank transfer,No
CUST02535,64,Male,Month-to-month,22.23,207.99,Yes,DSL,7.0,Yes,Electronic check,Yes
CUST02536,66,Female,Month-to-month,37.15,1516.77,No,DSL,41.0,Yes,Mailed check,Yes
CUST02537,52,Male,Two year,76.48,,Yes,DSL,2.0,Yes,Credit card,No
CUST02538,61,Female,Two year,,955.81,No,Fiber optic,10.0,No,Mailed check,No
CUST02539,51,Female,Month-to-month,40.25,1863.43,No,No,44.0,No,Mailed check,No
CUST02540,50,Male,One year,86.83,6069.87,Yes,Fiber optic,70.0,Yes,Mailed check,No
CUST02541,38,Male,One year,38.25,1372.85,No,DSL,35.0,Yes,Mailed check,No
CUST02542,34,Male,Two year,81.35,5002.38,No,DSL,62.0,Yes,Electronic check,No
CUST02543,39,Female,Month-to-month,61.2,1178.91,No,Fiber optic,20.0,Yes,Electronic check,No
CUST02544,65,Male,One year,85.38,2993.67,No,Fiber optic,35.0,Yes,Mailed check,Yes
CUST02545,54,Female,Month-to-month,119.51,4385.49,No,Fiber optic,37.0,Yes,Mailed check,No
CUST02546,32,Male,Month-to-month,113.78,6148.93,No,Fiber optic,54.0,No,Bank transfer,No
CUST02547,52,Female,Two year,20.43,723.56,No,No,28.0,Yes,Bank transfer,No
CUST02548,45,Male,One year,108.54,7562.51,No,DSL,70.0,No,Credit card,Yes
CUST02549,24,Male,Month-to-month,26.65,869.88,Yes,DSL,32.0,No,Credit card,No
CUST02550,49,Female,Month-to-month,115.3,1180.38,Yes,Fiber optic,11.0,Yes,Credit card,No
CUST02551,28,Male,One year,48.18,2049.72,No,DSL,,No,Bank transfer,No
CUST02552,27,Male,One year,58.2,1303.33,No,DSL,23.0,Yes,Mailed check,No
CUST02553,26,Male,Month-to-month,29.16,889.43,Yes,Fiber optic,30.0,No,Mailed check,No
CUST02554,31,Male,Two year,31.23,294.36,No,DSL,9.0,Yes,Credit card,Yes
CUST02555,30,Male,Month-to-month,92.67,5474.49,No,DSL,59.0,Yes,Credit card,Yes
CUST02556,42,Male,Month-to-month,114.43,3156.67,Yes,No,28.0,Yes,Electronic check,No
CUST02557,19,Male,Two year,81.07,2661.12,No,DSL,33.0,Yes,Credit card,No
CUST02558,52,Female,Month-to-month,91.59,4316.52,No,Fiber optic,47.0,Yes,Bank transfer,No
CUST02559,24,Female,Month-to-month,96.2,2104.27,No,DSL,22.0,Yes,Bank transfer,No
CUST02560,38,Male,One year,46.28,,No,Fiber optic,29.0,Yes,Credit card,Yes
CUST02561,35,Male,Two year,24.52,835.73,No,DSL,34.0,Yes,Credit card,No
CUST02562,20,Male,Month-to-month,20.19,798.34,No,Fiber optic,42.0,Yes,Electronic check,No
CUST02563,59,Female,Two year,55.06,2884.69,No,DSL,52.0,Yes,Electronic check,No
CUST02564,56,Female,One year,,1952.7,No,Fiber optic,47.0,Yes,Electronic check,No
CUST02565,58,Male,Month-to-month,26.23,1435.81,No,Fiber optic,51.0,Yes,Bank transfer,No
CUST02566,66,Female,One year,37.95,1621.71,No,DSL,45.0,No,Electronic check,No
CUST02567,28,Male,Month-to-month,,1148.12,No,DSL,34.0,Yes,Mailed check,No
CUST02568,56,Male,Month-to-month,111.49,,No,Fiber optic,21.0,Yes,Mailed check,Yes
CUST02569,41,Male,One year,51.045,385.86,No,DSL,13.0,Yes,Mailed check,No
CUST02570,63,Male,Two year,73.76,4011.01,No,No,54.0,No,Electronic check,No
CUST02571,36,Female,Month-to-month,79.31,1948.28,No,DSL,25.0,No,Bank transfer,No
CUST02572,21,Female,Month-to-month,74.35,1553.08,No,Fiber optic,21.0,Yes,Bank transfer,No
CUST02573,43,Male,Month-to-month,29.91,53.43,No,Fiber optic,1.0,Yes,Electronic check,No
CUST02574,55,Female,Month-to-month,51.88,3006.62,Yes,DSL,58.0,Yes,Credit card,No
CUST02575,59,Female,Month-to-month,25.13,1683.97,No,DSL,69.0,Yes,Credit card,No
CUST02576,49,Male,Month-to-month,59.57,4249.99,No,DSL,71.0,Yes,Electronic check,No
CUST02577,56,Female,One year,38.86,494.77,Yes,No,13.0,No,Bank transfer,No
CUST02578,62,Male,Month-to-month,76.16,3954.79,No,Fiber optic,52.0,Yes,Mailed check,No
CUST02579,63,Male,Month-to-month,89.28,2050.86,Yes,Fiber optic,23.0,Yes,Credit card,No
CUST02580,53,Male,Two year,73.21,1470.14,No,DSL,21.0,No,Mailed check,Yes
CUST02581,57,Male,Two year,,324.31,No,DSL,6.0,Yes,Bank transfer,No
CUST02582,54,Female,Month-to-month,58.73,1145.14,Yes,Fiber optic,20.0,No,Credit card,No
CUST02583,50,Male,Month-to-month,104.17,4187.32,Yes,No,40.0,No,Electronic check,No
CUST02584,53,Female,One year,41.94,331.0,No,DSL,9.0,Yes,Mailed check,Yes
CUST02585,20,Male,Month-to-month,93.42,4730.46,No,Fiber optic,50.0,Yes,Mailed check,No
CUST02586,26,Male,Month-to-month,95.75,2691.08,No,DSL,28.0,No,Mailed check,No
CUST02587,25,Female,One year,61.92,699.34,Yes,Fiber optic,11.0,No,Electronic check,No
CUST02588,50,Male,Month-to-month,49.73,2768.3,Yes,DSL,56.0,Yes,Electronic check,No
CUST02589,23,Female,Month-to-month,67.05,2266.95,Yes,Fiber optic,35.0,Yes,Mailed check,Yes
CUST02590,58,Female,Month-to-month,29.32,759.6,Yes,No,25.0,No,Electronic check,Yes
CUST02591,56,Male,Month-to-month,24.59,431.1,No,Fiber optic,19.0,No,Credit card,No
CUST02592,21,Male,Month-to-month,31.16,891.37,No,No,31.0,Yes,Bank transfer,Yes
CUST02593,30,Male,Two year,38.71,,No,DSL,50.0,Yes,Credit card,Yes
CUST02594,66,Male,Month-to-month,70.42,4432.47,No,No,63.0,Yes,Electronic check,No
CUST02595,19,Male,Month-to-month,104.91,4811.86,No,Fiber optic,47.0,Yes,Bank transfer,No
CUST02596,22,Male,Month-to-month,43.56,26.75,No,DSL,1.0,Yes,Mailed check,No
CUST02597,61,Female,Two year,113.52,6634.58,Yes,Fiber optic,58.0,Yes,Mailed check,No
CUST02598,44,Female,One year,115.49,1156.5,No,No,10.0,Yes,Bank transfer,No
CUST02599,49,Male,Month-to-month,115.89,987.09,No,DSL,8.0,Yes,Credit card,No
CUST02600,38,Female,Two year,103.76,2677.6,No,Fiber optic,26.0,Yes,Mailed check,No
CUST02601,25,Female,Month-to-month,56.38,1974.58,No,Fiber optic,34.0,Yes,Mailed check,No
CUST02602,55,Male,Month-to-month,27.27,451.05,No,DSL,19.0,Yes,Mailed check,No
CUST02603,25,Male,Month-to-month,76.88,106.87,Yes,Fiber optic,1.0,No,Electronic check,No
CUST02604,67,Female,Month-to-month,75.87,3636.35,No,DSL,48.0,Yes,Credit card,No
CUST02605,20,Male,Month-to-month,105.0,2692.74,No,DSL,25.0,Yes,Electronic check,No
CUST02606,61,Female,One year,119.6,2849.78,No,Fiber optic,24.0,No,Bank transfer,No
CUST02607,20,Male,Month-to-month,70.82,3275.91,No,Fiber optic,47.0,Yes,Bank transfer,No
CUST02608,39,Female,One year,54.52,3787.21,No,Fiber optic,69.0,Yes,Electronic check,Yes
CUST02609,23,Female,Month-to-month,38.59,2667.89,No,Fiber optic,67.0,Yes,Mailed check,Yes
CUST02610,19,Female,Month-to-month,20.48,667.17,No,Fiber optic,32.0,Yes,Electronic check,Yes
CUST02611,40,Female,Month-to-month,70.91,1203.36,No,Fiber optic,17.0,Yes,Credit card,No
CUST02612,61,Male,Two year,75.55,4547.8,No,Fiber optic,61.0,Yes,Mailed check,No
CUST02613,19,Male,Month-to-month,102.49,7119.16,No,No,69.0,Yes,Bank transfer,No
CUST02614,55,Female,One year,70.46,772.48,Yes,Fiber optic,11.0,Yes,Credit card,No
CUST02615,34,Female,Month-to-month,111.65,4277.74,Yes,Fiber optic,38.0,Yes,Bank transfer,No
CUST02616,52,Male,Month-to-month,82.81,5640.94,Yes,DSL,68.0,Yes,Credit card,No
CUST02617,51,Male,Month-to-month,104.03,2078.57,Yes,Fiber optic,19.0,Yes,Credit card,No
CUST02618,40,Female,Month-to-month,34.83,564.24,No,Fiber optic,17.0,No,Credit card,No
CUST02619,47,Female,Month-to-month,105.53,1345.85,No,DSL,13.0,Yes,Bank transfer,No
CUST02620,69,Female,Month-to-month,87.51,138.18,No,Fiber optic,1.0,No,Electronic check,Yes
CUST02621,25,Female,One year,37.02,125.94,No,Fiber optic,2.0,No,Electronic check,Yes
CUST02622,39,Female,Month-to-month,38.98,,No,DSL,66.0,Yes,Mailed check,No
CUST02623,61,Male,One year,112.65,7659.57,Yes,Fiber optic,68.0,No,Bank transfer,No
CUST02624,53,Female,Month-to-month,23.22,381.9,No,DSL,,No,Mailed check,Yes
CUST02625,22,Male,One year,66.25,197.63,No,Fiber optic,4.0,No,Mailed check,No
CUST02626,30,Male,One year,51.35,2918.91,No,DSL,57.0,Yes,Credit card,No
CUST02627,46,Male,Month-to-month,86.51,2003.57,No,DSL,23.0,No,Credit card,No
CUST02628,48,Female,Month-to-month,103.96,221.79,Yes,DSL,2.0,Yes,Electronic check,No
CUST02629,64,Male,One year,56.04,3716.79,No,Fiber optic,67.0,No,Electronic check,No
CUST02630,33,Male,Two year,62.69,1574.97,No,DSL,26.0,Yes,Mailed check,No
CUST02631,59,Male,Month-to-month,118.19,879.54,Yes,Fiber optic,7.0,No,Mailed check,No
CUST02632,47,Male,Month-to-month,98.39,4373.53,No,DSL,44.0,Yes,Mailed check,No
CUST02633,33,Female,Two year,109.72,3609.15,No,Fiber optic,33.0,No,Electronic check,No
CUST02634,29,Female,Month-to-month,63.88,4139.94,No,Fiber optic,64.0,No,Mailed check,Yes
CUST02635,34,Male,One year,43.41,1609.73,No,No,36.0,Yes,Electronic check,No
CUST02636,33,Male,Month-to-month,61.19,160.84,No,DSL,4.0,Yes,Bank transfer,No
CUST02637,29,Female,Month-to-month,,2101.83,No,DSL,23.0,Yes,Bank transfer,No
CUST02638,25,Female,One year,30.94,840.43,No,Fiber optic,25.0,No,Mailed check,No
CUST02639,37,Female,One year,47.05,1190.84,No,Fiber optic,27.0,No,Electronic check,Yes
CUST02640,20,Male,Month-to-month,24.66,1185.12,Yes,DSL,51.0,Yes,Bank transfer,Yes
CUST02641,33,Female,Month-to-month,63.23,4394.2,No,DSL,69.0,No,Electronic check,No
CUST02642,47,Male,One year,102.74,2427.64,Yes,Fiber optic,23.0,Yes,Electronic check,Yes
CUST02643,62,Male,One year,22.47,188.23,No,DSL,9.0,Yes,Bank transfer,Yes
CUST02644,40,Female,Month-to-month,87.53,2865.02,Yes,DSL,33.0,Yes,Mailed check,No
CUST02645,45,Male,One year,113.25,3878.79,No,Fiber optic,35.0,Yes,Mailed check,No
CUST02646,68,Female,One year,43.69,2169.59,No,Fiber optic,50.0,Yes,Bank transfer,No
CUST02647,57,Male,One year,,2071.04,No,No,24.0,No,Credit card,Yes
CUST02648,22,Female,One year,,2802.51,No,DSL,24.0,Yes,Electronic check,No
CUST02649,37,Male,Month-to-month,116.23,2273.91,No,Fiber optic,19.0,No,Credit card,No
CUST02650,57,Male,One year,43.49,1631.39,No,DSL,39.0,Yes,Mailed check,No
CUST02651,61,Female,One year,30.03,1819.22,No,DSL,61.0,No,Electronic check,No
CUST02652,18,Female,Month-to-month,34.83,913.8,No,Fiber optic,25.0,No,Bank transfer,No
CUST02653,47,Female,Month-to-month,90.2,2216.19,No,Fiber optic,25.0,Yes,Mailed check,No
CUST02654,38,Female,Month-to-month,92.58,2520.05,No,No,27.0,Yes,Mailed check,No
CUST02655,37,Male,One year,87.42,2837.95,No,Fiber optic,32.0,No,Mailed check,Yes
CUST02656,23,Female,Month-to-month,53.61,593.63,Yes,DSL,11.0,Yes,Bank transfer,Yes
CUST02657,39,Female,One year,36.98,2556.57,No,DSL,69.0,Yes,Bank transfer,No
CUST02658,35,Male,Two year,78.08,2521.74,Yes,Fiber optic,33.0,Yes,Credit card,No
CUST02659,25,Female,One year,68.37,1279.07,No,Fiber optic,19.0,No,Bank transfer,Yes
CUST02660,56,Female,Two year,92.88,1494.19,No,DSL,16.0,No,Credit card,No
CUST02661,49,Male,Two year,64.14,610.46,No,Fiber optic,11.0,No,Electronic check,Yes
CUST02662,50,Female,Month-to-month,53.86,3604.02,Yes,No,69.0,No,Electronic check,No
CUST02663,33,Female,One year,49.35,2706.59,Yes,Fiber optic,55.0,Yes,Electronic check,No
CUST02664,29,Female,Month-to-month,41.15,1047.69,No,Fiber optic,25.0,No,Mailed check,No
CUST02665,55,Female,Two year,46.57,1587.79,No,No,34.0,Yes,Mailed check,Yes
CUST02666,69,Female,Month-to-month,29.48,272.7,Yes,Fiber optic,12.0,Yes,Mailed check,No
CUST02667,51,Female,Two year,54.69,1203.67,No,DSL,21.0,Yes,Bank transfer,No
CUST02668,31,Male,One year,23.66,691.32,No,DSL,29.0,Yes,Bank transfer,No
CUST02669,53,Female,One year,38.64,2019.17,Yes,Fiber optic,51.0,No,Credit card,No
CUST02670,50,Male,Month-to-month,94.68,2145.71,No,DSL,23.0,Yes,Mailed check,No
CUST02671,40,Male,Month-to-month,52.55,1747.4,No,Fiber optic,33.0,Yes,Bank transfer,Yes
CUST02672,67,Male,One year,86.82,,No,Fiber optic,8.0,Yes,Electronic check,No
CUST02673,62,Male,Month-to-month,91.69,3901.21,No,DSL,42.0,Yes,Electronic check,No
CUST02674,19,Female,Two year,78.12,5436.28,No,Fiber optic,69.0,Yes,Bank transfer,No
CUST02675,58,Female,Month-to-month,115.87,4710.67,No,Fiber optic,41.0,No,Electronic check,Yes
CUST02676,38,Female,One year,22.14,1389.03,Yes,DSL,63.0,Yes,Electronic check,No
CUST02677,19,Male,Month-to-month,93.87,1288.02,No,Fiber optic,14.0,No,Credit card,Yes
CUST02678,44,Female,One year,115.88,7191.71,No,Fiber optic,62.0,Yes,Electronic check,No
CUST02679,26,Female,One year,106.23,4814.7,No,Fiber optic,46.0,Yes,Mailed check,No
CUST02680,18,Female,Month-to-month,36.79,2385.43,No,DSL,67.0,Yes,Bank transfer,No
CUST02681,28,Male,Month-to-month,52.68,2911.32,Yes,Fiber optic,53.0,Yes,Bank transfer,No
CUST02682,20,Male,Month-to-month,37.25,2033.77,No,DSL,52.0,Yes,Mailed check,No
CUST02683,69,Female,One year,80.13,619.21,No,Fiber optic,7.0,Yes,Electronic check,Yes
CUST02684,40,Male,One year,91.22,4950.09,No,DSL,54.0,Yes,Credit card,No
CUST02685,43,Male,One year,51.71,607.58,Yes,Fiber optic,11.0,Yes,Credit card,No
CUST02686,21,Female,One year,73.95,1887.66,No,DSL,25.0,Yes,Mailed check,Yes
CUST02687,35,Male,Month-to-month,89.09,5339.04,No,DSL,59.0,Yes,Electronic check,No
CUST02688,23,Male,Month-to-month,62.13,4075.95,No,DSL,66.0,No,Mailed check,No
CUST02689,52,Female,Month-to-month,105.4,2807.92,No,Fiber optic,27.0,Yes,Credit card,No
CUST02690,39,Male,Month-to-month,97.15,5633.94,Yes,DSL,58.0,Yes,Electronic check,No
CUST02691,60,Male,Two year,26.47,320.95,No,Fiber optic,11.0,No,Mailed check,No
CUST02692,32,Male,Two year,82.11,4503.31,No,DSL,55.0,No,Mailed check,No
CUST02693,39,Male,Month-to-month,43.53,799.44,Yes,Fiber optic,19.0,Yes,Electronic check,No
CUST02694,54,Male,One year,75.75,3026.11,Yes,Fiber optic,39.0,Yes,Credit card,Yes
CUST02695,69,Male,Two year,115.69,8056.45,No,DSL,70.0,Yes,Electronic check,No
CUST02696,59,Male,Month-to-month,107.91,1260.44,No,DSL,11.0,Yes,Credit card,No
CUST02697,29,Male,Month-to-month,60.45,894.46,No,DSL,14.0,Yes,Bank transfer,No
CUST02698,64,Female,Month-to-month,49.15,3044.6,No,Fiber optic,60.0,Yes,Credit card,Yes
CUST02699,66,Female,One year,43.44,1673.0,No,DSL,36.0,Yes,Credit card,No
CUST02700,59,Female,Two year,73.25,3021.76,No,Fiber optic,41.0,Yes,Bank transfer,No
CUST02701,55,Female,One year,31.42,166.76,No,DSL,2.0,Yes,Mailed check,No
CUST02702,35,Male,Month-to-month,74.93,4296.27,Yes,Fiber optic,57.0,Yes,Mailed check,No
CUST02703,62,Female,Month-to-month,20.13,,No,Fiber optic,60.0,Yes,Credit card,No
CUST02704,52,Female,One year,52.38,1057.29,No,DSL,20.0,Yes,Bank transfer,No
CUST02705,47,Male,Two year,41.99,902.06,No,Fiber optic,22.0,Yes,Bank transfer,No
CUST02706,41,Male,One year,117.12,506.46,No,No,4.0,Yes,Electronic check,No
CUST02707,59,Male,One year,92.72,5249.85,Yes,DSL,56.0,No,Credit card,No
CUST02708,47,Male,Month-to-month,54.97,3118.34,Yes,Fiber optic,58.0,No,Bank transfer,Yes
CUST02709,31,Male,Two year,29.28,2031.19,Yes,DSL,65.0,Yes,Mailed check,No
CUST02710,23,Female,One year,71.68,,No,Fiber optic,58.0,Yes,Bank transfer,No
CUST02711,20,Male,Month-to-month,41.34,1211.09,Yes,DSL,30.0,Yes,Bank transfer,No
CUST02712,33,Female,One year,73.64,1427.28,No,Fiber optic,19.0,Yes,Bank transfer,No
CUST02713,24,Female,Month-to-month,103.54,6417.32,No,DSL,62.0,No,Bank transfer,Yes
CUST02714,69,Male,Month-to-month,,5564.08,Yes,Fiber optic,68.0,Yes,Mailed check,No
CUST02715,31,Female,Month-to-month,83.38,3661.92,No,Fiber optic,44.0,No,Bank transfer,No
CUST02716,26,Female,Month-to-month,74.1,,Yes,DSL,61.0,Yes,Credit card,No
CUST02717,32,Male,Month-to-month,112.73,2313.87,No,DSL,21.0,Yes,Bank transfer,No
CUST02718,38,Female,Month-to-month,113.19,1241.4,Yes,Fiber optic,10.0,Yes,Mailed check,No
CUST02719,52,Female,One year,71.27,2088.43,No,DSL,30.0,Yes,Credit card,Yes
CUST02720,19,Female,Month-to-month,50.58,1241.54,No,No,24.0,No,Bank transfer,No
CUST02721,44,Male,Month-to-month,65.96,3132.15,No,No,48.0,No,Mailed check,No
CUST02722,19,Male,Month-to-month,,,No,Fiber optic,55.0,Yes,Credit card,Yes
CUST02723,52,Male,One year,83.63,4371.82,No,Fiber optic,52.0,Yes,Bank transfer,No
CUST02724,35,Female,Month-to-month,70.01,2665.27,Yes,DSL,38.0,Yes,Bank transfer,No
CUST02725,31,Male,Month-to-month,30.33,2038.58,No,Fiber optic,67.0,Yes,Bank transfer,No
CUST02726,37,Female,Two year,39.76,,Yes,DSL,8.0,Yes,Credit card,No
CUST02727,35,Male,One year,67.96,1936.26,No,DSL,29.0,Yes,Electronic check,No
CUST02728,27,Female,Two year,108.76,1120.76,Yes,DSL,10.0,No,Bank transfer,No
CUST02729,42,Male,Month-to-month,76.64,5245.45,Yes,No,69.0,No,Mailed check,No
CUST02730,19,Male,Month-to-month,,5961.72,No,DSL,68.0,Yes,Electronic check,No
CUST02731,42,Female,One year,53.9,2609.21,Yes,Fiber optic,49.0,Yes,Bank transfer,No
CUST02732,50,Male,Month-to-month,,4457.55,No,Fiber optic,58.0,No,Mailed check,No
CUST02733,53,Female,Month-to-month,64.74,2194.89,No,DSL,35.0,No,Bank transfer,No
CUST02734,48,Male,Month-to-month,85.91,4225.26,No,Fiber optic,50.0,Yes,Mailed check,No
CUST02735,31,Male,Two year,25.06,1029.55,No,DSL,40.0,No,Bank transfer,Yes
CUST02736,18,Female,Month-to-month,69.33,859.68,No,DSL,12.0,No,Mailed check,Yes
CUST02737,63,Female,Two year,49.6,809.13,No,Fiber optic,,Yes,Mailed check,No
CUST02738,33,Female,Two year,52.62,2594.52,Yes,DSL,48.0,No,Electronic check,No
CUST02739,63,Male,Month-to-month,116.09,71.98,Yes,DSL,1.0,Yes,Electronic check,No
CUST02740,69,Female,One year,38.27,2401.29,No,DSL,65.0,No,Credit card,No
CUST02741,20,Male,One year,51.12,1163.91,Yes,Fiber optic,22.0,Yes,Mailed check,No
CUST02742,52,Female,Two year,70.99,977.5,No,Fiber optic,15.0,Yes,Mailed check,No
CUST02743,58,Female,Month-to-month,106.3,7115.26,No,DSL,67.0,Yes,Electronic check,No
CUST02744,23,Female,One year,61.67,877.29,No,DSL,14.0,Yes,Credit card,No
CUST02745,42,Female,Month-to-month,94.39,1896.45,Yes,DSL,19.0,No,Mailed check,No
CUST02746,30,Female,Two year,105.64,4198.27,No,DSL,40.0,Yes,Bank transfer,No
CUST02747,51,Female,Month-to-month,51.0,180.35,No,Fiber optic,4.0,Yes,Bank transfer,Yes
CUST02748,25,Male,Month-to-month,59.28,1989.29,No,DSL,33.0,No,Credit card,No
CUST02749,38,Female,One year,55.66,,Yes,Fiber optic,43.0,Yes,Mailed check,No
CUST02750,51,Male,Two year,103.29,3804.56,No,No,37.0,No,Mailed check,No
CUST02751,21,Female,One year,24.43,1621.64,No,Fiber optic,66.0,No,Electronic check,No
